fund_code,fund_code,fund_name,fund_name,fund_type,manager_name,company,nav,acc_nav,daily_return,weekly_return,monthly_return,quarterly_return,half_year_return,yearly_return,two_year_return,three_year_return,ytd_return,since_inception_return,custom_return,fee
010271,010271,国富价值成长一年持有期混合A,国富价值成长一年持有期混合A,混合型-偏股,徐荔蓉,国海富兰克林基金,0.8668,1.0122,0.02,5.4,-10.11,4.23,0.12,13.1,-5.72,-5.4,1.71,-1.44,14.8232,0.15%
010272,010272,国富价值成长一年持有期混合C,国富价值成长一年持有期混合C,混合型-偏股,徐荔蓉,国海富兰克林基金,0.8549,0.9956,0.02,5.4,-10.14,4.13,-0.08,12.66,-6.47,-6.52,1.6,-3.18,14.3679,0.00%
010273,010273,嘉实价值长青混合A,嘉实价值长青混合A,混合型-偏股,谭丽,嘉实基金,0.838,0.838,0.48,4.51,-1.95,1.37,-3.36,3.11,-6.57,-7.25,-1.32,-16.2,4.4107,0.15%
010274,010274,嘉实价值长青混合C,嘉实价值长青混合C,混合型-偏股,谭丽,嘉实基金,0.8237,0.8237,0.49,4.52,-1.99,1.28,-3.54,2.71,-7.3,-8.36,-1.44,-17.63,4.0025,0.00%
010275,010275,嘉实优质精选混合A,嘉实优质精选混合A,混合型-偏股,刘斌,嘉实基金,0.53,0.53,0.23,3.74,-5.93,-0.32,-3.76,2.49,-26.02,-33.0,-3.88,-47.0,4.9713,0.15%
010276,010276,嘉实优质精选混合C,嘉实优质精选混合C,混合型-偏股,刘斌,嘉实基金,0.5208,0.5208,0.21,3.72,-5.98,-0.42,-3.96,2.08,-26.62,-33.81,-4.0,-47.92,4.5363,0.00%
010277,010277,嘉实民安添岁稳健养老一年持有混合(FOF)A,嘉实民安添岁稳健养老一年持有混合(FOF)A,FOF-稳健型,赵迁,嘉实基金,0.9981,0.9981,0.09,-1.14,-0.55,0.3,1.38,2.56,-1.25,0.81,-0.1,-0.19,,0.10%
010281,010281,华夏保守养老一年持有混合(FOF)A,华夏保守养老一年持有混合(FOF)A,FOF-稳健型,李晓易,华夏基金,1.1042,1.1042,-0.06,-0.77,-0.55,1.15,1.52,5.22,5.44,8.69,0.39,10.42,,0.08%
010282,010282,中信建投智享生活混合A,中信建投智享生活混合A,混合型-偏股,周紫光,中信建投基金,0.5849,0.5849,-0.85,7.46,-15.06,-18.3,-24.77,-19.15,-44.98,-39.53,-20.48,-41.51,-17.8742,0.15%
010283,010283,中信建投智享生活混合C,中信建投智享生活混合C,混合型-偏股,周紫光,中信建投基金,0.5746,0.5746,-0.85,7.46,-15.09,-18.38,-24.93,-19.47,-45.43,-40.25,-20.57,-42.54,-18.2064,0.00%
010284,010284,长城价值成长六个月持有期混合A,长城价值成长六个月持有期混合A,混合型-偏股,韩林,长城基金,0.5993,0.5993,-0.81,6.07,-9.17,3.88,4.86,6.18,-28.96,-22.93,1.65,-40.07,8.8251,0.15%
010285,010285,长城价值成长六个月持有期混合C,长城价值成长六个月持有期混合C,混合型-偏股,韩林,长城基金,0.58,0.58,-0.82,6.05,-9.25,3.66,4.45,5.34,-30.1,-24.76,1.4,-42.0,7.9672,0.00%
010286,010286,海富通成长价值混合A,海富通成长价值混合A,混合型-偏股,黄峰/ 陆海燕,海富通基金,0.7415,0.7415,-0.55,7.26,-6.2,1.44,16.64,35.61,6.66,9.09,0.11,-25.85,39.9057,0.15%
010287,010287,海富通成长价值混合C,海富通成长价值混合C,混合型-偏股,黄峰/ 陆海燕,海富通基金,0.7162,0.7162,-0.56,7.25,-6.27,1.23,16.17,34.52,4.95,6.5,-0.13,-28.38,38.7984,0.00%
010289,010289,景顺长城产业趋势混合A,景顺长城产业趋势混合A,混合型-偏股,詹成,景顺长城基金,0.5919,0.5919,-0.55,5.26,-8.37,0.08,-1.48,12.04,-12.62,-14.51,-2.38,-40.8,14.9767,0.15%
010291,010291,华泰柏瑞研究精选C,华泰柏瑞研究精选C,混合型-偏股,吴邦栋,华泰柏瑞基金,1.1292,1.1292,-0.07,3.99,-6.82,-2.34,-3.26,-5.56,-27.92,-25.01,-4.72,-25.77,-4.4589,0.00%
010293,010293,华商量化优质精选混合,华商量化优质精选混合,混合型-偏股,海洋,华商基金,0.6491,0.6491,-0.17,4.63,-10.21,-3.26,-0.37,1.34,-17.48,-16.05,-4.8,-35.09,3.4587,0.15%
010296,010296,万家互联互通中国优势A,万家互联互通中国优势A,混合型-偏股,尹航,万家基金,0.7041,0.7041,0.11,7.61,-6.15,8.34,9.45,13.51,-21.78,-17.75,5.22,-29.59,17.2718,0.15%
010297,010297,万家互联互通中国优势C,万家互联互通中国优势C,混合型-偏股,尹航,万家基金,0.6886,0.6886,0.12,7.59,-6.2,8.2,9.18,12.94,-22.57,-18.97,5.07,-31.14,16.6921,0.00%
010298,010298,汇添富品牌驱动六个月持有混合,汇添富品牌驱动六个月持有混合,混合型-偏股,郑慧莲,汇添富基金,0.7193,0.7193,0.86,3.56,-6.44,5.02,-4.73,3.72,-11.51,-7.2,0.8,-28.07,4.5798,0.15%
010299,010299,南方产业升级混合A,南方产业升级混合A,混合型-偏股,应帅,南方基金,0.6351,0.6351,0.32,3.89,-8.54,-2.83,-6.06,-6.38,-22.15,-19.44,-5.76,-36.49,-5.2938,0.15%
010300,010300,南方产业升级混合C,南方产业升级混合C,混合型-偏股,应帅,南方基金,0.6187,0.6187,0.32,3.88,-8.6,-2.96,-6.34,-6.95,-23.08,-20.88,-5.92,-38.13,-5.8582,0.00%
010301,010301,达诚成长先锋混合A,达诚成长先锋混合A,混合型-偏股,陈染/ 吴昊阳,达诚基金,0.8703,0.8703,0.13,5.48,-3.49,5.9,4.44,5.26,-3.86,5.58,3.21,-12.97,8.1118,0.15%
010302,010302,达诚成长先锋混合C,达诚成长先锋混合C,混合型-偏股,陈染/ 吴昊阳,达诚基金,0.8614,0.8614,0.13,5.47,-3.51,5.86,4.35,5.06,-4.23,4.97,3.17,-13.86,7.9178,0.00%
010303,010303,华泰柏瑞量化创盈混合A,华泰柏瑞量化创盈混合A,混合型-偏股,笪篁,华泰柏瑞基金,0.7602,0.7602,-0.21,5.89,-10.01,-1.36,-0.52,8.68,-14.5,-16.37,-4.24,-23.98,10.5102,0.15%
010304,010304,华泰柏瑞量化创盈混合C,华泰柏瑞量化创盈混合C,混合型-偏股,笪篁,华泰柏瑞基金,0.7337,0.7337,-0.2,5.87,-10.07,-1.56,-0.92,7.8,-15.86,-18.36,-4.47,-26.63,9.622,0.00%
010305,010305,华夏创新驱动混合A,华夏创新驱动混合A,混合型-偏股,张帆,华夏基金,0.7154,0.7154,-0.04,7.0,-5.92,4.76,2.65,16.51,-4.4,1.52,1.53,-28.46,18.4633,0.15%
010306,010306,华夏创新驱动混合C,华夏创新驱动混合C,混合型-偏股,张帆,华夏基金,0.6933,0.6933,-0.04,6.99,-5.97,4.59,2.29,15.68,-5.74,-0.6,1.33,-30.67,17.6281,0.00%
010309,010309,德邦锐裕利率债债券A,德邦锐裕利率债债券A,债券型-长债,张旭/ 邹舟,德邦基金,1.2273,1.2473,-0.01,0.02,2.89,0.9,10.85,12.58,16.88,20.82,1.81,25.13,12.5757,0.08%
010310,010310,德邦锐裕利率债债券C,德邦锐裕利率债债券C,债券型-长债,张旭/ 邹舟,德邦基金,1.2333,1.2483,0.0,0.02,2.87,0.84,10.71,12.16,16.14,19.7,1.73,25.15,12.159,0.00%
010311,010311,中银沪深300指数增强C,中银沪深300指数增强C,指数型-股票,赵志华,中银基金,1.0926,1.1921,0.12,3.43,-5.44,-0.92,-3.33,3.46,-2.18,-6.23,-3.96,-14.36,4.2756,0.00%
010312,010312,中银金融地产混合C,中银金融地产混合C,混合型-偏股,刘腾,中银基金,1.419,1.419,0.41,4.24,-6.73,3.22,-1.46,27.47,11.19,2.01,-0.24,-6.27,28.3118,0.00%
010313,010313,上银鑫恒混合A,上银鑫恒混合A,混合型-偏股,卢扬,上银基金,0.7691,0.7691,0.04,2.6,-5.64,-6.52,-5.67,-9.53,-6.25,-7.53,-9.16,-23.09,-9.1864,0.15%
010314,010314,大摩内需增长混合A,大摩内需增长混合A,混合型-偏股,沈菁,摩根士丹利基金,0.4781,0.4781,0.29,2.71,-3.73,-0.35,-4.69,-8.65,-29.43,-33.64,-3.22,-52.19,-7.4167,0.15%
010320,010320,华安养老目标2040三年持有混合发起(FOF)A,华安养老目标2040三年持有混合发起(FOF)A,FOF-均衡型,何移直/ 杨志远,华安基金,0.8397,0.8397,0.41,-1.67,-3.1,1.08,0.29,6.01,-9.38,-6.82,-1.41,-16.03,,0.12%
010321,010321,中银大健康股票C,中银大健康股票C,股票型,王方舟/ 郑宁,中银基金,1.3042,1.3042,0.08,11.47,16.83,38.13,26.2,37.0,15.08,33.49,33.92,7.83,41.392,0.00%
010322,010322,大摩新兴产业股票,大摩新兴产业股票,股票型,CHEN JUDY(陈修竹),摩根士丹利基金,0.9075,0.9075,0.0,4.67,-13.03,-4.61,7.84,17.23,-15.6,-0.46,-5.23,-9.25,23.5703,0.15%
010323,010323,华安平衡养老目标三年持有混合发起式(FOF)A,华安平衡养老目标三年持有混合发起式(FOF)A,FOF-均衡型,何移直,华安基金,0.872,0.872,0.25,-1.78,-2.9,1.0,-0.62,3.39,-7.04,-6.13,-1.11,-12.8,,0.12%
010324,010324,广发招财短债债券E,广发招财短债债券E,债券型-中短债,方抗,广发基金,1.0553,1.1483,0.0,0.03,0.26,0.37,0.87,1.7,5.58,8.33,0.38,11.8,1.6901,0.00%
010326,010326,博时消费创新混合A,博时消费创新混合A,混合型-偏股,王诗瑶,博时基金,0.4692,0.4692,0.09,5.25,-2.74,5.46,2.74,-5.0,-27.21,-30.11,0.11,-53.08,-3.7143,0.15%
010327,010327,博时消费创新混合C,博时消费创新混合C,混合型-偏股,王诗瑶,博时基金,0.4526,0.4526,0.09,5.23,-2.81,5.23,2.31,-5.77,-28.39,-31.78,-0.13,-54.74,-4.4946,0.00%
010328,010328,博时荣华灵活配置混合A,博时荣华灵活配置混合A,混合型-灵活,周龙,博时基金,0.6754,0.6754,0.21,0.82,2.8,5.43,5.93,2.66,-5.71,-6.31,3.26,-32.46,3.9717,0.15%
010329,010329,博时荣华灵活配置混合C,博时荣华灵活配置混合C,混合型-灵活,周龙,博时基金,0.6606,0.6606,0.21,0.81,2.77,5.29,5.66,2.15,-6.64,-7.7,3.11,-33.94,3.4612,0.00%
010330,010330,东吴兴享成长混合A,东吴兴享成长混合A,混合型-偏股,刘瑞,东吴基金,0.7917,0.7917,-1.03,7.41,-10.61,0.89,-4.2,7.82,-7.39,-11.48,-2.31,-20.83,9.6841,0.15%
010333,010333,华夏核心资产混合A,华夏核心资产混合A,混合型-偏股,林晶,华夏基金,0.5357,0.5357,-0.48,6.04,-8.41,1.19,-2.01,2.14,-17.0,-25.83,-1.87,-46.43,4.2218,0.15%
010334,010334,华夏核心资产混合C,华夏核心资产混合C,混合型-偏股,林晶,华夏基金,0.5202,0.5202,-0.46,6.03,-8.45,1.03,-2.35,1.44,-18.14,-27.37,-2.05,-47.98,3.5018,0.00%
010335,010335,华宝竞争优势混合A,华宝竞争优势混合A,混合型-偏股,石坚,华宝基金,0.5241,0.5241,-1.09,4.53,-16.33,-6.09,-2.24,19.11,-19.29,-33.34,-6.99,-47.59,24.6077,0.15%
010336,010336,中欧悦享生活混合A,中欧悦享生活混合A,混合型-偏股,钱亚风云,中欧基金,0.4658,0.4658,-0.19,4.58,-8.22,4.39,-0.87,6.49,-21.73,-29.58,1.17,-53.42,7.451,0.15%
010337,010337,中欧悦享生活混合C,中欧悦享生活混合C,混合型-偏股,钱亚风云,中欧基金,0.4502,0.4502,-0.2,4.58,-8.27,4.19,-1.25,5.66,-22.96,-31.25,0.94,-54.98,6.6067,0.00%
010338,010338,国投瑞银远见成长混合A,国投瑞银远见成长混合A,混合型-偏股,綦缚鹏,国投瑞银基金,0.8526,0.8526,0.02,2.95,-6.61,-2.97,-4.08,-3.5,-8.65,-10.34,-4.83,-14.74,-2.6712,0.15%
010339,010339,国投瑞银远见成长混合C,国投瑞银远见成长混合C,混合型-偏股,綦缚鹏,国投瑞银基金,0.8381,0.8381,0.02,2.94,-6.65,-3.08,-4.28,-3.88,-9.37,-11.4,-4.94,-16.19,-3.0426,0.00%
010340,010340,易方达高质量严选三年持有,易方达高质量严选三年持有,混合型-偏股,萧楠,易方达基金,0.7862,0.7862,-0.2,5.84,-8.99,7.67,3.75,-5.84,-1.48,-1.4,5.94,-21.38,-4.1453,0.15%
010341,010341,招商产业精选股票A,招商产业精选股票A,股票型,陆文凯,招商基金,1.1143,1.1143,-0.87,6.51,-7.15,14.22,8.42,23.55,26.57,36.49,6.98,11.43,23.2769,0.15%
010342,010342,招商产业精选股票C,招商产业精选股票C,股票型,陆文凯,招商基金,1.0744,1.0744,-0.88,6.49,-7.22,13.98,7.98,22.37,24.34,33.02,6.74,7.44,22.0909,0.00%
010345,010345,华泰柏瑞成长智选混合A,华泰柏瑞成长智选混合A,混合型-偏股,王林军,华泰柏瑞基金,0.5575,0.5575,0.45,4.93,-2.0,4.83,7.27,8.38,-40.17,-40.89,2.99,-44.25,13.6132,0.15%
010346,010346,华泰柏瑞成长智选混合C,华泰柏瑞成长智选混合C,混合型-偏股,王林军,华泰柏瑞基金,0.5454,0.5454,0.46,4.92,-2.03,4.72,7.0,7.85,-40.76,-41.76,2.87,-45.46,13.0597,0.00%
010347,010347,农银策略收益一年持有混合,农银策略收益一年持有混合,混合型-偏股,姚晨飞/ 张峰,农银汇理基金,0.6256,0.6256,0.37,2.21,-0.21,-0.02,-2.45,-2.55,-10.55,-17.27,-3.22,-37.44,-1.8051,0.15%
010349,010349,诺安低碳经济股票C,诺安低碳经济股票C,股票型,韩冬燕/ 李晓杰,诺安基金,1.724,2.344,-0.23,3.98,-7.16,0.47,-0.7,6.61,-6.38,16.83,-1.2,41.6,8.78,0.00%
010350,010350,景顺长城品质长青混合A,景顺长城品质长青混合A,混合型-偏股,农冰立,景顺长城基金,1.0805,1.0805,-1.06,8.53,-11.48,9.67,18.68,48.07,32.82,38.26,4.14,8.05,51.5215,0.15%
010351,010351,诺安中证A100指数C,诺安中证A100指数C,指数型-股票,梅律吾,诺安基金,1.752,1.752,0.06,2.82,-5.65,0.23,-0.28,11.38,-0.34,-2.01,-2.34,-5.6,12.3077,0.00%
010352,010352,诺安沪深300指数增强C,诺安沪深300指数增强C,指数型-股票,孔宪政,诺安基金,1.4738,1.4738,0.0,1.9,-5.39,-0.99,-1.58,9.22,-1.18,0.17,-4.24,-1.54,10.2319,0.00%
010353,010353,南方崇元纯债债券A,南方崇元纯债债券A,债券型-长债,杜才超,南方基金,1.2063,1.2313,-0.06,0.19,2.28,0.68,2.97,4.7,11.91,15.75,1.13,23.26,4.6474,0.05%
010354,010354,南方崇元纯债债券C,南方崇元纯债债券C,债券型-长债,杜才超,南方基金,1.1866,1.2116,-0.06,0.19,2.25,0.58,2.77,4.29,11.02,14.37,1.02,21.28,4.2319,0.00%
010355,010355,诺安中证500指数增强C,诺安中证500指数增强C,指数型-股票,孔宪政/ 王海畅,诺安基金,0.8083,0.8083,-0.43,4.31,-6.81,1.06,-0.22,-1.75,-18.62,-13.62,-2.07,-13.74,0.8232,0.00%
010356,010356,诺安创业板指数增强(LOF)C,诺安创业板指数增强(LOF)C,指数型-股票,梅律吾,诺安基金,1.345,1.345,-0.4,4.76,-12.6,-5.39,-8.18,5.47,-21.02,-20.57,-9.69,-12.79,7.6603,0.00%
010357,010357,南方阿尔法混合A,南方阿尔法混合A,混合型-偏股,张延闽,南方基金,0.4819,0.4819,-0.08,4.85,-6.81,1.82,-0.58,2.66,-10.61,-26.19,-1.25,-51.81,4.6244,0.15%
010358,010358,南方阿尔法混合C,南方阿尔法混合C,混合型-偏股,张延闽,南方基金,0.4698,0.4698,-0.09,4.84,-6.84,1.67,-0.87,2.06,-11.68,-27.5,-1.43,-53.02,4.0301,0.00%
010361,010361,嘉实品质优选股票A,嘉实品质优选股票A,股票型,李涛,嘉实基金,0.4618,0.4618,-0.69,5.68,-9.89,-0.69,-8.61,-6.93,-28.73,-34.55,-2.86,-53.82,-5.5237,0.15%
010362,010362,嘉实品质优选股票C,嘉实品质优选股票C,股票型,李涛,嘉实基金,0.4511,0.4511,-0.7,5.67,-9.94,-0.84,-8.89,-7.49,-29.59,-35.73,-3.03,-54.89,-6.0991,0.00%
010363,010363,信澳匠心臻选两年持有期混合,信澳匠心臻选两年持有期混合,混合型-偏股,朱然,信达澳亚基金,0.9189,0.9189,-0.7,9.09,-14.39,-7.93,3.64,7.36,-20.21,-26.03,-9.06,-8.11,10.3916,0.15%
010364,010364,鹏华空天军工指数(LOF)C,鹏华空天军工指数(LOF)C,指数型-股票,陈龙,鹏华基金,0.8568,0.8568,-1.89,4.99,-7.94,3.12,-2.17,16.51,-17.86,-14.65,-2.65,-14.32,20.1178,0.00%
010365,010365,鹏华香港银行指数(LOF)C,鹏华香港银行指数(LOF)C,指数型-股票,张羽翔,鹏华基金,1.6845,1.6845,0.54,6.47,-4.04,10.06,14.99,35.86,42.62,41.41,7.82,68.45,37.0515,0.00%
010366,010366,鹏华中证医药卫生(LOF)C,鹏华中证医药卫生(LOF)C,指数型-股票,张羽翔,鹏华基金,0.5609,0.5609,-0.14,1.65,-3.96,2.43,-4.75,-2.52,-26.49,-27.06,-2.3,-43.91,-1.1804,0.00%
010369,010369,大成卓享一年持有混合A,大成卓享一年持有混合A,混合型-偏债,苏秉毅,大成基金,1.0621,1.0621,-0.07,1.25,-1.47,2.54,6.17,8.79,4.23,5.14,1.48,6.21,10.2793,0.10%
010370,010370,大成卓享一年持有混合C,大成卓享一年持有混合C,混合型-偏债,苏秉毅,大成基金,1.0435,1.0435,-0.07,1.24,-1.51,2.43,5.96,8.36,3.4,3.88,1.37,4.35,9.8421,0.00%
010371,010371,大成成长进取混合A,大成成长进取混合A,混合型-偏股,杜聪,大成基金,1.1234,1.1234,-0.61,6.42,-15.32,4.73,17.11,30.75,5.77,25.87,3.58,12.34,34.9429,0.15%
010372,010372,大成成长进取混合C,大成成长进取混合C,混合型-偏股,杜聪,大成基金,1.1036,1.1036,-0.61,6.41,-15.35,4.58,16.82,30.2,4.9,24.34,3.41,10.36,34.3723,0.00%
010375,010375,国金鑫悦经济新动能A,国金鑫悦经济新动能A,混合型-偏股,王小刚,国金基金,0.7535,0.7535,-1.23,5.44,-14.51,-8.76,-12.49,-5.28,-19.07,-15.83,-10.56,-24.65,-3.7307,0.15%
010376,010376,国金鑫悦经济新动能C,国金鑫悦经济新动能C,混合型-偏股,王小刚,国金基金,0.737,0.737,-1.25,5.42,-14.56,-8.88,-12.71,-5.75,-19.89,-17.09,-10.7,-26.3,-4.2235,0.00%
010377,010377,广发价值核心混合A,广发价值核心混合A,混合型-偏股,吴远怡,广发基金,0.7226,0.7226,0.28,9.68,-5.98,23.67,32.59,50.23,37.09,14.92,22.75,-27.74,55.4647,0.15%
010378,010378,广发价值核心混合C,广发价值核心混合C,混合型-偏股,吴远怡,广发基金,0.7106,0.7106,0.28,9.69,-6.01,23.56,32.33,49.63,36.03,13.57,22.6,-28.94,54.8823,0.00%
010379,010379,广发均衡优选混合A,广发均衡优选混合A,混合型-平衡,王明旭,广发基金,0.9723,0.9723,0.14,1.57,-4.42,-2.19,-5.36,0.79,-4.73,1.09,-5.1,-2.77,1.8222,0.15%
010380,010380,广发均衡优选混合C,广发均衡优选混合C,混合型-平衡,王明旭,广发基金,0.9559,0.9559,0.15,1.56,-4.45,-2.28,-5.54,0.39,-5.49,-0.11,-5.2,-4.41,1.4218,0.00%
010381,010381,浙商智选价值混合A,浙商智选价值混合A,混合型-偏股,刘新正,浙商基金,0.8969,0.9175,-0.43,2.05,-6.54,-0.24,-1.54,-3.19,-25.2,-19.47,-3.29,-8.65,-0.7525,0.15%
010382,010382,浙商智选价值混合C,浙商智选价值混合C,混合型-偏股,刘新正,浙商基金,0.8811,0.8993,-0.43,2.04,-6.58,-0.36,-1.78,-3.66,-25.94,-20.65,-3.42,-10.44,-1.222,0.00%
010383,010383,宝盈基础产业混合A,宝盈基础产业混合A,混合型-偏股,张天闻,宝盈基金,1.0641,1.0641,-0.07,8.53,-8.08,1.61,28.25,46.19,14.75,33.28,2.84,6.41,53.417,0.15%
010384,010384,宝盈基础产业混合C,宝盈基础产业混合C,混合型-偏股,张天闻,宝盈基金,1.0417,1.0417,-0.06,8.52,-8.12,1.49,27.93,45.41,13.59,31.25,2.69,4.17,52.6077,0.00%
010385,010385,华安汇嘉精选混合A,华安汇嘉精选混合A,混合型-偏股,王斌,华安基金,1.0011,1.0011,-0.12,4.28,-5.12,-0.46,-3.42,-5.57,-3.31,4.74,-3.13,0.11,-3.8698,0.15%
010386,010386,华安汇嘉精选混合C,华安汇嘉精选混合C,混合型-偏股,王斌,华安基金,0.979,0.979,-0.12,4.27,-5.15,-0.58,-3.65,-6.05,-4.28,3.18,-3.28,-2.1,-4.3478,0.00%
010387,010387,易方达医药生物股票A,易方达医药生物股票A,股票型,许征/ 杨桢霄,易方达基金,0.7015,0.7015,-0.52,9.13,8.12,25.07,6.08,17.56,-0.4,19.02,18.26,-29.85,21.1362,0.15%
010388,010388,易方达医药生物股票C,易方达医药生物股票C,股票型,许征/ 杨桢霄,易方达基金,0.689,0.689,-0.53,9.12,8.08,24.93,5.87,16.94,-1.2,17.58,18.12,-31.1,20.4756,0.00%
010389,010389,易方达科益混合A,易方达科益混合A,混合型-偏股,彭珂,易方达基金,0.8283,0.8283,0.35,3.71,-9.36,3.45,-5.27,-7.97,-21.6,-9.02,-0.68,-17.17,-6.5968,0.15%
010390,010390,易方达科益混合C,易方达科益混合C,混合型-偏股,彭珂,易方达基金,0.7988,0.7988,0.35,3.7,-9.42,3.24,-5.65,-8.75,-22.9,-11.23,-0.91,-20.12,-7.3855,0.00%
010391,010391,易方达战略新兴产业股票A,易方达战略新兴产业股票A,股票型,欧阳良琦,易方达基金,0.8424,0.8424,-0.63,8.22,-10.76,2.54,5.76,30.77,-5.08,18.8,1.8,-15.76,35.0866,0.15%
010392,010392,易方达战略新兴产业股票C,易方达战略新兴产业股票C,股票型,欧阳良琦,易方达基金,0.8281,0.8281,-0.62,8.22,-10.78,2.44,5.54,30.25,-5.84,17.38,1.68,-17.19,34.541,0.00%
010393,010393,工银健康生活混合A,工银健康生活混合A,混合型-偏股,谭冬寒,工银瑞信基金,0.638,0.638,-1.45,7.1,1.51,16.25,6.35,7.97,-22.97,-24.28,12.7,-36.2,9.6408,0.15%
010394,010394,工银健康生活混合C,工银健康生活混合C,混合型-偏股,谭冬寒,工银瑞信基金,0.6158,0.6158,-1.46,7.1,1.43,16.04,5.92,7.11,-24.2,-26.08,12.43,-38.42,8.7794,0.00%
010401,010401,新华安康多元收益一年持有A,新华安康多元收益一年持有A,混合型-偏债,王滨,新华基金,0.9758,0.9758,-0.13,1.29,-2.16,-0.35,-0.26,-0.25,-2.16,-5.92,-1.0,-2.42,-0.2351,0.12%
010402,010402,新华安康多元收益一年持有C,新华安康多元收益一年持有C,混合型-偏债,王滨,新华基金,0.959,0.959,-0.14,1.28,-2.19,-0.45,-0.46,-0.64,-2.94,-7.05,-1.11,-4.1,-0.6321,0.00%
010404,010404,博道盛利6个月持有期混合,博道盛利6个月持有期混合,混合型-偏债,陈连权,博道基金,1.0492,1.0492,0.12,1.81,-2.52,1.08,5.63,8.48,3.01,8.69,-0.04,4.92,10.0252,0.10%
010405,010405,惠升医药健康6个月持有期混合,惠升医药健康6个月持有期混合,混合型-偏股,张政,惠升基金,0.5827,0.5827,-0.56,5.28,-5.31,4.0,-0.22,1.06,-22.55,-19.1,0.81,-41.73,3.1327,0.12%
010408,010408,安信浩盈6个月持有混合A,安信浩盈6个月持有混合A,混合型-偏债,张竞/ 张睿,安信基金,1.134,1.134,0.07,0.58,-0.02,-0.33,1.36,1.24,5.78,6.36,-0.49,13.4,1.3767,1.00%
010409,010409,富国消费精选30股票A,富国消费精选30股票A,股票型,周文波,富国基金,0.9403,0.9403,1.06,6.76,-2.73,19.81,21.06,32.1,13.36,18.87,17.61,-5.97,33.7553,0.15%
010410,010410,长城品质成长混合A,长城品质成长混合A,混合型-偏股,苏俊彦/ 杨建华,长城基金,0.6117,0.6117,0.03,3.84,-6.11,8.28,3.43,2.86,-16.1,-23.61,4.76,-38.83,4.9949,0.15%
010411,010411,长城品质成长混合C,长城品质成长混合C,混合型-偏股,苏俊彦/ 杨建华,长城基金,0.5961,0.5961,0.03,3.81,-6.16,8.13,3.11,2.23,-17.1,-24.98,4.56,-40.39,4.3775,0.00%
010412,010412,汇安均衡优选混合,汇安均衡优选混合,混合型-偏股,邹唯,汇安基金,0.8352,0.8352,-0.94,5.69,0.06,9.16,13.17,26.53,-24.24,-13.92,6.45,-16.48,31.3827,0.15%
010413,010413,财通资管宸瑞一年持有混合A,财通资管宸瑞一年持有混合A,混合型-偏股,姜永明/ 李响,财通资管,0.7812,0.7812,-0.26,3.7,-6.79,5.71,6.6,19.65,-25.6,-12.95,3.79,-21.88,23.2371,1.50%
010414,010414,财通资管宸瑞一年持有混合C,财通资管宸瑞一年持有混合C,混合型-偏股,姜永明/ 李响,财通资管,0.7616,0.7616,-0.25,3.69,-6.84,5.56,6.28,18.93,-26.49,-14.5,3.6,-23.84,22.5225,0.00%
010415,010415,华泰柏瑞质量精选混合A,华泰柏瑞质量精选混合A,混合型-偏股,陈文凯,华泰柏瑞基金,0.4807,0.4807,-0.17,9.0,-17.6,-9.95,-15.61,-11.6,-31.83,-46.64,-9.9,-51.93,-9.4386,0.15%
010416,010416,华泰柏瑞质量精选混合C,华泰柏瑞质量精选混合C,混合型-偏股,陈文凯,华泰柏瑞基金,0.471,0.471,-0.17,9.0,-17.64,-10.06,-15.83,-12.04,-32.52,-47.44,-10.03,-52.9,-9.891,0.00%
010419,010419,申万菱信中证环保产业指数(LOF)C,申万菱信中证环保产业指数(LOF)C,指数型-股票,王赟杰,申万菱信基金,0.8926,0.8926,0.18,3.04,-8.39,-5.02,-7.58,-5.31,-31.41,-34.25,-9.04,-10.74,-3.1887,0.00%
010420,010420,民生加银成长优选股票,民生加银成长优选股票,股票型,孙伟,民生加银基金,0.6858,0.6858,-0.03,5.74,-6.45,1.69,5.54,7.97,-10.15,-10.26,-1.2,-31.42,9.6754,0.15%
010421,010421,海富通消费优选混合A,海富通消费优选混合A,混合型-偏股,刘海啸,海富通基金,0.9724,0.9724,1.25,8.72,-0.33,20.35,29.83,28.39,18.37,22.67,20.17,-2.76,31.1927,0.15%
010422,010422,海富通消费优选混合C,海富通消费优选混合C,混合型-偏股,刘海啸,海富通基金,0.9531,0.9531,1.24,8.71,-0.38,20.19,29.5,27.74,17.19,20.84,19.99,-4.69,30.5438,0.00%
010423,010423,国投瑞银价值成长一年持有混合A,国投瑞银价值成长一年持有混合A,混合型-偏股,王方,国投瑞银基金,0.6394,0.6394,0.14,3.88,-8.72,-1.63,-5.16,-6.33,-22.77,-30.1,-5.5,-36.06,-4.7236,0.15%
010424,010424,国投瑞银价值成长一年持有混合C,国投瑞银价值成长一年持有混合C,混合型-偏股,王方,国投瑞银基金,0.6284,0.6284,0.14,3.88,-8.74,-1.7,-5.33,-6.68,-23.38,-30.92,-5.6,-37.16,-5.0899,0.00%
010425,010425,国投瑞银开放视角精选混合A,国投瑞银开放视角精选混合A,混合型-偏股,周思捷,国投瑞银基金,0.6562,0.6562,-1.04,4.61,-10.18,0.12,2.56,12.21,-11.74,-7.41,-2.02,-34.38,15.2239,0.15%
