序号,姓名,所属公司,现任基金,累计从业时间,现任基金资产总规模,现任基金最佳回报
1207,梁洪昀,建信基金,建信深证100指数增强,5681,12.49,106.21
1208,陆海燕,海富通基金,海富通成长价值混合A,2689,13.76,1.9
1208,陆海燕,海富通基金,海富通成长价值混合C,2689,13.76,1.9
1209,刘宏毅,华润元大基金,华润元大信息传媒科技混合A,2685,2.13,154.61
1209,刘宏毅,华润元大基金,华润元大核心动力混合A,2685,2.13,154.61
1209,刘宏毅,华润元大基金,华润元大核心动力混合C,2685,2.13,154.61
1209,刘宏毅,华润元大基金,华润元大信息传媒科技混合C,2685,2.13,154.61
1210,楼慧源,交银施罗德基金,交银医药创新股票A,2448,38.15,108.83
1210,楼慧源,交银施罗德基金,交银启汇混合A,2448,38.15,108.83
1210,楼慧源,交银施罗德基金,交银医药创新股票C,2448,38.15,108.83
1210,楼慧源,交银施罗德基金,交银启汇混合C,2448,38.15,108.83
1210,楼慧源,交银施罗德基金,交银悦信精选混合A,2448,38.15,108.83
1210,楼慧源,交银施罗德基金,交银悦信精选混合C,2448,38.15,108.83
1211,刘慧影,诺安基金,诺安积极回报混合A,1027,243.98,14.51
1211,刘慧影,诺安基金,诺安优化配置混合A,1027,243.98,14.51
1211,刘慧影,诺安基金,诺安积极回报混合C,1027,243.98,14.51
1211,刘慧影,诺安基金,诺安优化配置混合C,1027,243.98,14.51
1211,刘慧影,诺安基金,诺安成长混合,1027,243.98,14.51
1212,林汉耀,前海开源基金,前海开源鼎裕债券A,1225,11.11,13.12
1212,林汉耀,前海开源基金,前海开源鼎裕债券C,1225,11.11,13.12
1212,林汉耀,前海开源基金,前海开源裕和混合A,1225,11.11,13.12
1212,林汉耀,前海开源基金,前海开源弘泽债券发起式A,1225,11.11,13.12
1212,林汉耀,前海开源基金,前海开源弘泽债券发起式C,1225,11.11,13.12
1212,林汉耀,前海开源基金,前海开源裕和混合C,1225,11.11,13.12
1212,林汉耀,前海开源基金,前海开源弘泽债券D,1225,11.11,13.12
1212,林汉耀,前海开源基金,前海开源鼎裕债券D,1225,11.11,13.12
1213,李会忠,格林基金,格林伯元灵活配置A,3716,2.04,-8.39
1213,李会忠,格林基金,格林伯元灵活配置C,3716,2.04,-8.39
1213,李会忠,格林基金,格林稳健价值混合A,3716,2.04,-8.39
1213,李会忠,格林基金,格林稳健价值混合C,3716,2.04,-8.39
1213,李会忠,格林基金,格林鑫悦一年持有期混合A,3716,2.04,-8.39
1213,李会忠,格林基金,格林鑫悦一年持有期混合C,3716,2.04,-8.39
1214,刘晗竹,嘉实基金,嘉实均衡配置混合,615,10.83,-1.2
1214,刘晗竹,嘉实基金,嘉实优质企业混合,615,10.83,-1.2
1215,刘静,前海开源基金,前海开源睿远稳健增利混合A,5324,22.99,80.63
1215,刘静,前海开源基金,前海开源睿远稳健增利混合C,5324,22.99,80.63
1215,刘静,前海开源基金,前海开源乾盛定开债A,5324,22.99,80.63
1215,刘静,前海开源基金,前海开源乾盛定开债C,5324,22.99,80.63
1215,刘静,前海开源基金,前海开源鼎欣债券A,5324,22.99,80.63
1215,刘静,前海开源基金,前海开源鼎欣债券C,5324,22.99,80.63
1216,李建,中银基金,中银新回报灵活配置混合A,6487,31.3,123.95
1216,李建,中银基金,中银多策略混合A,6487,31.3,123.95
1216,李建,中银基金,中银恒利半年定开债,6487,31.3,123.95
1216,李建,中银基金,中银多策略混合C,6487,31.3,123.95
1216,李建,中银基金,中银新回报灵活配置混合C,6487,31.3,123.95
1217,李菁,建信基金,建信恒瑞债券,6414,94.56,32.74
1217,李菁,建信基金,建信中短债纯债债券A,6414,94.56,32.74
1217,李菁,建信基金,建信中短债纯债债券C,6414,94.56,32.74
1217,李菁,建信基金,建信中短债纯债债券F,6414,94.56,32.74
1218,李骥,合煦智远基金,合煦智远嘉选混合A,1755,0.19,2.11
1218,李骥,合煦智远基金,合煦智远嘉选混合C,1755,0.19,2.11
1218,李骥,合煦智远基金,合煦智远嘉选混合E,1755,0.19,2.11
1219,柳军,华泰柏瑞基金,华泰柏瑞沪深300ETF联接C,5835,4232.91,135.71
1219,柳军,华泰柏瑞基金,华泰MSCI中国A股联接A,5835,4232.91,135.71
1219,柳军,华泰柏瑞基金,华泰MSCI中国A股联接C,5835,4232.91,135.71
1219,柳军,华泰柏瑞基金,华泰柏瑞中证红利低波ETF联接A,5835,4232.91,135.71
1219,柳军,华泰柏瑞基金,华泰柏瑞中证红利低波ETF联接C,5835,4232.91,135.71
1219,柳军,华泰柏瑞基金,华泰柏瑞上证科创板50成份ETF联接A,5835,4232.91,135.71
1219,柳军,华泰柏瑞基金,华泰柏瑞上证科创板50成份ETF联接C,5835,4232.91,135.71
1219,柳军,华泰柏瑞基金,华泰柏瑞恒生科技ETF联接(QDII)A,5835,4232.91,135.71
1219,柳军,华泰柏瑞基金,华泰柏瑞恒生科技ETF联接(QDII)C,5835,4232.91,135.71
1219,柳军,华泰柏瑞基金,华泰柏瑞中证红利低波ETF联接I,5835,4232.91,135.71
1219,柳军,华泰柏瑞基金,华泰柏瑞上证科创板50成份ETF联接I,5835,4232.91,135.71
1219,柳军,华泰柏瑞基金,华泰柏瑞恒生科技ETF联接(QDII)I,5835,4232.91,135.71
1219,柳军,华泰柏瑞基金,华泰柏瑞沪深300ETF联接I,5835,4232.91,135.71
1219,柳军,华泰柏瑞基金,华泰柏瑞沪深300ETF联接Y,5835,4232.91,135.71
1219,柳军,华泰柏瑞基金,华泰柏瑞上证科创板50成份ETF联接Y,5835,4232.91,135.71
1219,柳军,华泰柏瑞基金,华泰柏瑞中证红利低波ETF联接Y,5835,4232.91,135.71
1219,柳军,华泰柏瑞基金,华泰柏瑞沪深300ETF联接A,5835,4232.91,135.71
1219,柳军,华泰柏瑞基金,华泰柏瑞沪深300ETF,5835,4232.91,135.71
1219,柳军,华泰柏瑞基金,华泰柏瑞上证红利ETF,5835,4232.91,135.71
1219,柳军,华泰柏瑞基金,华泰MSCI中国A股国际通ETF,5835,4232.91,135.71
1219,柳军,华泰柏瑞基金,华泰柏瑞中证红利低波ETF,5835,4232.91,135.71
1219,柳军,华泰柏瑞基金,华泰柏瑞纳斯达克100ETF(QDII),5835,4232.91,135.71
1219,柳军,华泰柏瑞基金,华泰柏瑞南方东英恒生科技(QDII-ETF),5835,4232.91,135.71
1219,柳军,华泰柏瑞基金,华泰柏瑞中韩半导体ETF(QDII),5835,4232.91,135.71
1219,柳军,华泰柏瑞基金,华泰柏瑞中证500增强策略ETF,5835,4232.91,135.71
1219,柳军,华泰柏瑞基金,华泰柏瑞中证1000增强策略ETF,5835,4232.91,135.71
1219,柳军,华泰柏瑞基金,华泰柏瑞中证2000ETF,5835,4232.91,135.71
1219,柳军,华泰柏瑞基金,华泰柏瑞中证A股ETF,5835,4232.91,135.71
1219,柳军,华泰柏瑞基金,华泰柏瑞上证科创板50成份ETF,5835,4232.91,135.71
1220,刘俊,博道基金,博道睿见一年持有期混合,4642,2.76,14.05
1221,李健,南方基金,南方誉享一年持有期混合A,1919,11.56,6.59
1221,李健,南方基金,南方誉享一年持有期混合C,1919,11.56,6.59
1221,李健,南方基金,南方永元一年持有债券A,1919,11.56,6.59
1221,李健,南方基金,南方永元一年持有债券C,1919,11.56,6.59
1221,李健,南方基金,南方均衡优选一年持有期混合A,1919,11.56,6.59
1221,李健,南方基金,南方均衡优选一年持有期混合C,1919,11.56,6.59
1222,李杰,财通资管,财通资管鸿益中短债债券A,4522,144.23,23.0
1222,李杰,财通资管,财通资管鸿益中短债债券C,4522,144.23,23.0
1222,李杰,财通资管,财通资管鸿福短债A,4522,144.23,23.0
1222,李杰,财通资管,财通资管鸿福短债C,4522,144.23,23.0
1222,李杰,财通资管,财通资管鸿益中短债债券E,4522,144.23,23.0
1222,李杰,财通资管,财通资管鸿佳60天滚动中短债A,4522,144.23,23.0
1222,李杰,财通资管,财通资管鸿佳60天滚动中短债C,4522,144.23,23.0
1222,李杰,财通资管,财通资管鸿兴60天持有期债券A,4522,144.23,23.0
1222,李杰,财通资管,财通资管鸿兴60天持有期债券C,4522,144.23,23.0
1223,刘杰,广发基金,广发纳斯达克100ETF联接美元(QDII)A,4073,759.13,182.89
1223,刘杰,广发基金,广发全球医疗保健指数人民币(QDII)A,4073,759.13,182.89
1223,刘杰,广发基金,广发全球医疗保健美元现汇(QDII)A,4073,759.13,182.89
1223,刘杰,广发基金,广发生物科技指数人民币(QDII)A,4073,759.13,182.89
1223,刘杰,广发基金,广发生物科技指数美元(QDII)A,4073,759.13,182.89
1223,刘杰,广发基金,广发中证500ETF联接C,4073,759.13,182.89
1223,刘杰,广发基金,广发创业板ETF发起式联接A,4073,759.13,182.89
1223,刘杰,广发基金,广发创业板ETF发起式联接C,4073,759.13,182.89
1223,刘杰,广发基金,广发纳斯达克100ETF联接人民币(QDII)C,4073,759.13,182.89
1223,刘杰,广发基金,广发纳斯达克100ETF联接美元(QDII)C,4073,759.13,182.89
1223,刘杰,广发基金,广发深证100ETF联接C,4073,759.13,182.89
1223,刘杰,广发基金,广发全球医疗保健指数人民币(QDII)C,4073,759.13,182.89
1223,刘杰,广发基金,广发全球医疗保健美元现汇(QDII)C,4073,759.13,182.89
1223,刘杰,广发基金,广发生物科技指数人民币(QDII)C,4073,759.13,182.89
1223,刘杰,广发基金,广发生物科技指数美元(QDII)C,4073,759.13,182.89
1223,刘杰,广发基金,广发北证50成份指数A,4073,759.13,182.89
1223,刘杰,广发基金,广发北证50成份指数C,4073,759.13,182.89
1223,刘杰,广发基金,广发中证香港创新药ETF发起式联接(QDII)A,4073,759.13,182.89
1223,刘杰,广发基金,广发中证香港创新药ETF发起式联接(QDII)C,4073,759.13,182.89
1223,刘杰,广发基金,广发创业板ETF发起式联接E,4073,759.13,182.89
1223,刘杰,广发基金,广发恒生消费ETF发起式联接(QDII)A,4073,759.13,182.89
1223,刘杰,广发基金,广发恒生消费ETF发起式联接(QDII)C,4073,759.13,182.89
1223,刘杰,广发基金,广发创业板ETF发起式联接F,4073,759.13,182.89
1223,刘杰,广发基金,广发纳指100ETF联接(QDII)人民币F,4073,759.13,182.89
1223,刘杰,广发基金,广发创业板ETF发起式联接Y,4073,759.13,182.89
1223,刘杰,广发基金,广发中证500ETF联接(LOF)Y,4073,759.13,182.89
1223,刘杰,广发基金,广发深证100ETF,4073,759.13,182.89
1223,刘杰,广发基金,广发中证红利ETF,4073,759.13,182.89
1223,刘杰,广发基金,广发恒生消费(QDII-ETF),4073,759.13,182.89
1223,刘杰,广发基金,广发纳斯达克100ETF,4073,759.13,182.89
1223,刘杰,广发基金,广发创业板ETF,4073,759.13,182.89
1223,刘杰,广发基金,广发中证500ETF联接A,4073,759.13,182.89
1223,刘杰,广发基金,广发深证100ETF联接A,4073,759.13,182.89
1223,刘杰,广发基金,广发纳斯达克100ETF联接人民币(QDII)A,4073,759.13,182.89
1223,刘杰,广发基金,广发中证500ETF,4073,759.13,182.89
1223,刘杰,广发基金,广发中证香港创新药ETF(QDII),4073,759.13,182.89
1223,刘杰,广发基金,广发恒生科技(QDII-ETF),4073,759.13,182.89
1223,刘杰,广发基金,广发中证港股通汽车ETF,4073,759.13,182.89
1224,李君,鹏华基金,鹏华弘利混合A,4498,7.48,75.38
1224,李君,鹏华基金,鹏华弘利混合C,4498,7.48,75.38
1224,李君,鹏华基金,鹏华安享一年持有期混合A,4498,7.48,75.38
1224,李君,鹏华基金,鹏华安享一年持有期混合C,4498,7.48,75.38
1224,李君,鹏华基金,鹏华弘裕一年持有期混合A,4498,7.48,75.38
1224,李君,鹏华基金,鹏华弘裕一年持有期混合C,4498,7.48,75.38
1225,李竞,东方红资产管理,东方红启东三年持有混合,1897,181.61,38.59
1225,李竞,东方红资产管理,东方红启航三年持有混合B,1897,181.61,38.59
1225,李竞,东方红资产管理,东方红启恒三年持有混合B,1897,181.61,38.59
1225,李竞,东方红资产管理,东方红睿和三年持有混合C,1897,181.61,38.59
1225,李竞,东方红资产管理,东方红ESG可持续投资混合A,1897,181.61,38.59
1225,李竞,东方红资产管理,东方红ESG可持续投资混合C,1897,181.61,38.59
1225,李竞,东方红资产管理,东方红恒阳五年持有混合,1897,181.61,38.59
1225,李竞,东方红资产管理,东方红睿和三年持有混合A,1897,181.61,38.59
1225,李竞,东方红资产管理,东方红启恒三年持有混合A,1897,181.61,38.59
1225,李竞,东方红资产管理,东方红启航三年持有混合A,1897,181.61,38.59
1226,雷俊,长城基金,长城创业板指数增强A,3421,36.32,94.24
1226,雷俊,长城基金,长城中国智造灵活配置混合A,3421,36.32,94.24
1226,雷俊,长城基金,长城中证500指数增强A,3421,36.32,94.24
1226,雷俊,长城基金,长城久泰沪深300指数C,3421,36.32,94.24
1226,雷俊,长城基金,长城量化精选股票A,3421,36.32,94.24
1226,雷俊,长城基金,长城创业板指数增强C,3421,36.32,94.24
1226,雷俊,长城基金,长城中证500指数增强C,3421,36.32,94.24
1226,雷俊,长城基金,长城量化小盘股票A,3421,36.32,94.24
1226,雷俊,长城基金,长城中国智造灵活配置混合C,3421,36.32,94.24
1226,雷俊,长城基金,长城量化精选股票C,3421,36.32,94.24
1226,雷俊,长城基金,长城量化小盘股票C,3421,36.32,94.24
1226,雷俊,长城基金,长城智盈添益债券发起式A,3421,36.32,94.24
1226,雷俊,长城基金,长城智盈添益债券发起式C,3421,36.32,94.24
1226,雷俊,长城基金,长城中证红利低波100指数A,3421,36.32,94.24
1226,雷俊,长城基金,长城中证红利低波100指数C,3421,36.32,94.24
1226,雷俊,长城基金,长城中证A500指数A,3421,36.32,94.24
1226,雷俊,长城基金,长城中证A500指数C,3421,36.32,94.24
1226,雷俊,长城基金,长城上证科创板100指数增强A,3421,36.32,94.24
1226,雷俊,长城基金,长城上证科创板100指数增强C,3421,36.32,94.24
1226,雷俊,长城基金,长城久泰沪深300指数A,3421,36.32,94.24
1227,刘杰,平安基金,平安股息精选沪港深A,2979,1.93,42.21
1227,刘杰,平安基金,平安股息精选沪港深C,2979,1.93,42.21
1227,刘杰,平安基金,平安价值回报混合A,2979,1.93,42.21
1227,刘杰,平安基金,平安价值回报混合C,2979,1.93,42.21
1227,刘杰,平安基金,平安行业先锋混合,2979,1.93,42.21
1228,林晶,华夏基金,华夏红利混合,3034,70.1,-26.06
1228,林晶,华夏基金,华夏核心资产混合A,3034,70.1,-26.06
1228,林晶,华夏基金,华夏核心资产混合C,3034,70.1,-26.06
1229,李君,安信基金,安信稳健增值混合A,2708,270.75,52.81
1229,李君,安信基金,安信稳健增值混合C,2708,270.75,52.81
1229,李君,安信基金,安信新趋势混合A,2708,270.75,52.81
1229,李君,安信基金,安信新趋势混合C,2708,270.75,52.81
1229,李君,安信基金,安信平稳增长混合发起C,2708,270.75,52.81
1229,李君,安信基金,安信尊享纯债,2708,270.75,52.81
1229,李君,安信基金,安信永鑫增强债券A,2708,270.75,52.81
1229,李君,安信基金,安信永鑫增强债券C,2708,270.75,52.81
1229,李君,安信基金,安信稳健增利混合A,2708,270.75,52.81
1229,李君,安信基金,安信稳健增利混合C,2708,270.75,52.81
1229,李君,安信基金,安信稳健汇利一年持有混合A,2708,270.75,52.81
1229,李君,安信基金,安信稳健汇利一年持有混合C,2708,270.75,52.81
1229,李君,安信基金,安信稳健增益6个月持有混合A,2708,270.75,52.81
1229,李君,安信基金,安信稳健增益6个月持有混合C,2708,270.75,52.81
1229,李君,安信基金,安信长鑫增强债券A,2708,270.75,52.81
1229,李君,安信基金,安信长鑫增强债券C,2708,270.75,52.81
1229,李君,安信基金,安信长鑫增强债券E,2708,270.75,52.81
1229,李君,安信基金,安信长鑫增强债券D,2708,270.75,52.81
1229,李君,安信基金,安信平稳增长混合发起A,2708,270.75,52.81
1230,李俊,华夏基金,华夏沪港通恒生ETF联接A,2723,599.66,70.4
1230,李俊,华夏基金,华夏沪港通恒生ETF联接C,2723,599.66,70.4
1230,李俊,华夏基金,华夏中证5G通信主题ETF联接A,2723,599.66,70.4
1230,李俊,华夏基金,华夏中证5G通信主题ETF联接C,2723,599.66,70.4
1230,李俊,华夏基金,华夏中证全指房地产ETF联接A,2723,599.66,70.4
1230,李俊,华夏基金,华夏中证全指房地产ETF联接C,2723,599.66,70.4
1230,李俊,华夏基金,华夏中证银行ETF联接A,2723,599.66,70.4
1230,李俊,华夏基金,华夏中证银行ETF联接C,2723,599.66,70.4
1230,李俊,华夏基金,华夏中证人工智能主题ETF联接A,2723,599.66,70.4
1230,李俊,华夏基金,华夏中证人工智能主题ETF联接C,2723,599.66,70.4
1230,李俊,华夏基金,华夏中证光伏产业指数发起式A,2723,599.66,70.4
1230,李俊,华夏基金,华夏中证光伏产业指数发起式C,2723,599.66,70.4
1230,李俊,华夏基金,华夏中证新能源汽车ETF发起式联接A,2723,599.66,70.4
1230,李俊,华夏基金,华夏中证新能源汽车ETF发起式联接C,2723,599.66,70.4
1230,李俊,华夏基金,华夏北证50成份指数A,2723,599.66,70.4
1230,李俊,华夏基金,华夏北证50成份指数C,2723,599.66,70.4
1230,李俊,华夏基金,华夏中证生物科技主题ETF发起式联接A,2723,599.66,70.4
1230,李俊,华夏基金,华夏中证生物科技主题ETF发起式联接C,2723,599.66,70.4
1230,李俊,华夏基金,华夏中证港股通50ETF发起式联接A,2723,599.66,70.4
1230,李俊,华夏基金,华夏中证港股通50ETF发起式联接C,2723,599.66,70.4
1230,李俊,华夏基金,华夏上证科创板100ETF联接A,2723,599.66,70.4
1230,李俊,华夏基金,华夏上证科创板100ETF联接C,2723,599.66,70.4
1230,李俊,华夏基金,华夏中证人工智能主题ETF联接D,2723,599.66,70.4
1230,李俊,华夏基金,华夏中证A500ETF联接A,2723,599.66,70.4
1230,李俊,华夏基金,华夏中证A500ETF联接C,2723,599.66,70.4
1230,李俊,华夏基金,华夏中证A500ETF联接Y,2723,599.66,70.4
1230,李俊,华夏基金,华夏中证5G通信主题ETF联接D,2723,599.66,70.4
1230,李俊,华夏基金,华夏中证港股通50ETF,2723,599.66,70.4
1230,李俊,华夏基金,华夏中证A500ETF,2723,599.66,70.4
1230,李俊,华夏基金,华夏沪港通恒生ETF,2723,599.66,70.4
1230,李俊,华夏基金,华夏中证银行ETF,2723,599.66,70.4
1230,李俊,华夏基金,华夏中证新能源汽车ETF,2723,599.66,70.4
1230,李俊,华夏基金,华夏中证5G通信主题ETF,2723,599.66,70.4
1230,李俊,华夏基金,华夏中证全指房地产ETF,2723,599.66,70.4
1230,李俊,华夏基金,华夏中证人工智能主题ETF,2723,599.66,70.4
1230,李俊,华夏基金,华夏中证生物科技主题ETF,2723,599.66,70.4
1230,李俊,华夏基金,华夏上证科创板100ETF,2723,599.66,70.4
1231,刘婧,长信基金,长信稳健精选混合A,1782,57.68,24.31
1231,刘婧,长信基金,长信稳健精选混合C,1782,57.68,24.31
1231,刘婧,长信基金,长信稳兴三个月定开债券A,1782,57.68,24.31
1231,刘婧,长信基金,长信稳兴三个月定开债券C,1782,57.68,24.31
1231,刘婧,长信基金,长信稳兴三个月定开债券E,1782,57.68,24.31
1231,刘婧,长信基金,长信稳瑞纯债债券A,1782,57.68,24.31
1231,刘婧,长信基金,长信稳瑞纯债债券C,1782,57.68,24.31
1231,刘婧,长信基金,长信利众债券(LOF)E,1782,57.68,24.31
1231,刘婧,长信基金,长信利众债券(LOF)C,1782,57.68,24.31
1231,刘婧,长信基金,长信利众债券(LOF)A,1782,57.68,24.31
1231,刘婧,长信基金,长信利率C,1782,57.68,24.31
1231,刘婧,长信基金,长信利率A,1782,57.68,24.31
1231,刘婧,长信基金,长信纯债一年定开债C,1782,57.68,24.31
1231,刘婧,长信基金,长信纯债一年定开债A,1782,57.68,24.31
1232,刘疆,长城基金,长城新兴产业混合A,2238,1.02,13.24
1232,刘疆,长城基金,长城久祥混合A,2238,1.02,13.24
1232,刘疆,长城基金,长城久祥混合C,2238,1.02,13.24
1232,刘疆,长城基金,长城新兴产业混合C,2238,1.02,13.24
1233,刘骥,南方基金,南方通利债券A,2264,132.69,25.0
1233,刘骥,南方基金,南方通利债券C,2264,132.69,25.0
1233,刘骥,南方基金,南方宏元定开债,2264,132.69,25.0
1233,刘骥,南方基金,南方赢元债券A,2264,132.69,25.0
1233,刘骥,南方基金,南方华元A,2264,132.69,25.0
1233,刘骥,南方基金,南方华元C,2264,132.69,25.0
1233,刘骥,南方基金,南方鑫利3个月定开债,2264,132.69,25.0
1233,刘骥,南方基金,南方贺元利率债债券A,2264,132.69,25.0
1233,刘骥,南方基金,南方贺元利率债债券C,2264,132.69,25.0
1233,刘骥,南方基金,南方皓元短债债券A,2264,132.69,25.0
1233,刘骥,南方基金,南方皓元短债债券C,2264,132.69,25.0
1233,刘骥,南方基金,南方景元中高等级信用债债券A,2264,132.69,25.0
1233,刘骥,南方基金,南方旺元60天滚动持有中短债C,2264,132.69,25.0
1233,刘骥,南方基金,南方定利一年定开债券,2264,132.69,25.0
1233,刘骥,南方基金,南方旺元60天滚动持有中短债E,2264,132.69,25.0
1233,刘骥,南方基金,南方景元中高等级信用债债券C,2264,132.69,25.0
1233,刘骥,南方基金,南方皓元短债债券D,2264,132.69,25.0
1233,刘骥,南方基金,南方皓元短债债券E,2264,132.69,25.0
1233,刘骥,南方基金,南方景元中高等级信用债债券D,2264,132.69,25.0
1233,刘骥,南方基金,南方贺元利率债债券D,2264,132.69,25.0
1233,刘骥,南方基金,南方赢元债券D,2264,132.69,25.0
1233,刘骥,南方基金,南方赢元债券C,2264,132.69,25.0
1233,刘骥,南方基金,南方通利债券E,2264,132.69,25.0
1233,刘骥,南方基金,南方旺元60天滚动持有中短债A,2264,132.69,25.0
1234,李洁,新华基金,新华壹诺宝货币A,1840,260.56,94.9
1234,李洁,新华基金,新华活期添利货币A,1840,260.56,94.9
1234,李洁,新华基金,新华活期添利货币B,1840,260.56,94.9
1234,李洁,新华基金,新华壹诺宝货币B,1840,260.56,94.9
1234,李洁,新华基金,新华安享惠泽39个月定开债A,1840,260.56,94.9
1234,李洁,新华基金,新华活期添利货币E,1840,260.56,94.9
1234,李洁,新华基金,新华安享惠泽39个月定开债C,1840,260.56,94.9
1234,李洁,新华基金,新华壹诺宝货币E,1840,260.56,94.9
1234,李洁,新华基金,新华利率债债券A,1840,260.56,94.9
1234,李洁,新华基金,新华利率债债券C,1840,260.56,94.9
1234,李洁,新华基金,新华中债1-5年农发行A,1840,260.56,94.9
1234,李洁,新华基金,新华中债1-5年农发行C,1840,260.56,94.9
1234,李洁,新华基金,新华利率债债券E,1840,260.56,94.9
1235,骆尖,国联基金,国联价值成长6个月持有混合A,1631,0.9,-46.96
1235,骆尖,国联基金,国联价值成长6个月持有混合C,1631,0.9,-46.96
1236,刘杰,华安证券资产管理,华安证券汇赢增利一年持有混合A,1340,27.77,17.71
1236,刘杰,华安证券资产管理,华安证券汇赢增利一年持有混合B,1340,27.77,17.71
1236,刘杰,华安证券资产管理,华安证券汇赢增利一年持有混合C,1340,27.77,17.71
1236,刘杰,华安证券资产管理,华安证券聚赢一年持有A,1340,27.77,17.71
1236,刘杰,华安证券资产管理,华安证券聚赢一年持有B,1340,27.77,17.71
1236,刘杰,华安证券资产管理,华安证券合赢九个月持有,1340,27.77,17.71
1236,刘杰,华安证券资产管理,华安证券睿赢一年持有债券A,1340,27.77,17.71
1236,刘杰,华安证券资产管理,华安证券睿赢一年持有债券B,1340,27.77,17.71
1236,刘杰,华安证券资产管理,华安证券合赢添利债券,1340,27.77,17.71
1236,刘杰,华安证券资产管理,华安证券合赢三个月持有债券,1340,27.77,17.71
1237,刘杰,嘉实基金,嘉实先进制造股票,1460,46.53,63.97
1237,刘杰,嘉实基金,嘉实资源精选股票A,1460,46.53,63.97
1237,刘杰,嘉实基金,嘉实资源精选股票C,1460,46.53,63.97
1237,刘杰,嘉实基金,嘉实价值成长混合,1460,46.53,63.97
1237,刘杰,嘉实基金,嘉实远见企业精选两年持有期混合,1460,46.53,63.97
1237,刘杰,嘉实基金,嘉实北交所精选两年定期混合A,1460,46.53,63.97
1237,刘杰,嘉实基金,嘉实北交所精选两年定期混合C,1460,46.53,63.97
1237,刘杰,嘉实基金,嘉实碳中和主题混合A,1460,46.53,63.97
1237,刘杰,嘉实基金,嘉实碳中和主题混合C,1460,46.53,63.97
1237,刘杰,嘉实基金,嘉实全球产业升级股票发起式(QDII)A,1460,46.53,63.97
1237,刘杰,嘉实基金,嘉实全球产业升级股票发起式(QDII)C,1460,46.53,63.97
1237,刘杰,嘉实基金,嘉实红利精选混合发起式A,1460,46.53,63.97
1237,刘杰,嘉实基金,嘉实红利精选混合发起式C,1460,46.53,63.97
1238,李晶,财通资管,财通资管鑫逸混合A,1301,2.53,16.72
1238,李晶,财通资管,财通资管鑫逸混合C,1301,2.53,16.72
1238,李晶,财通资管,财通稳兴丰益六个月持有混合A,1301,2.53,16.72
1238,李晶,财通资管,财通稳兴丰益六个月持有混合C,1301,2.53,16.72
1238,李晶,财通资管,财通资管鑫逸混合E,1301,2.53,16.72
1238,李晶,财通资管,财通资管产业优选混合发起式A,1301,2.53,16.72
1238,李晶,财通资管,财通资管产业优选混合发起式C,1301,2.53,16.72
1239,刘坚,同泰基金,同泰优选配置3个月持有混合(FOF)A,1305,2.7,-4.4
1239,刘坚,同泰基金,同泰优选配置3个月持有混合(FOF)C,1305,2.7,-4.4
1239,刘坚,同泰基金,同泰积极配置3个月持有股票(FOF)A,1305,2.7,-4.4
1239,刘坚,同泰基金,同泰积极配置3个月持有股票(FOF)C,1305,2.7,-4.4
1240,李进,融通基金,融通产业趋势股票,812,13.96,34.67
1240,李进,融通基金,融通产业趋势臻选股票A,812,13.96,34.67
1240,李进,融通基金,融通价值趋势混合A,812,13.96,34.67
1240,李进,融通基金,融通价值趋势混合C,812,13.96,34.67
1240,李进,融通基金,融通产业趋势臻选股票C,812,13.96,34.67
1241,刘金,太平基金,太平智远三个月定开股票发起式,404,8.27,5.33
1242,历剑,长盛基金,长盛可转债债券A,248,11.69,23.71
1242,历剑,长盛基金,长盛可转债债券C,248,11.69,23.71
1242,历剑,长盛基金,长盛盛逸9个月持有期债券A,248,11.69,23.71
1242,历剑,长盛基金,长盛盛逸9个月持有期债券C,248,11.69,23.71
1243,刘佳,泓德基金,泓德裕泰债券A,242,26.78,0.84
1243,刘佳,泓德基金,泓德裕泰债券C,242,26.78,0.84
1243,刘佳,泓德基金,泓德泓利货币A,242,26.78,0.84
1243,刘佳,泓德基金,泓德泓利货币B,242,26.78,0.84
1243,刘佳,泓德基金,泓德添利货币A,242,26.78,0.84
1243,刘佳,泓德基金,泓德添利货币B,242,26.78,0.84
1243,刘佳,泓德基金,泓德添利货币C,242,26.78,0.84
1243,刘佳,泓德基金,泓德泓利货币C,242,26.78,0.84
1243,刘佳,泓德基金,泓德添利货币E,242,26.78,0.84
1243,刘佳,泓德基金,泓德裕泰债券D,242,26.78,0.84
1244,陆骥,天弘基金,天弘优质成长企业A,178,1.1,1.32
1244,陆骥,天弘基金,天弘优质成长企业C,178,1.1,1.32
1245,罗佳,鹏华基金,鹏华丰尚定开债A,83,97.05,1.13
1245,罗佳,鹏华基金,鹏华丰尚定开债B,83,97.05,1.13
1245,罗佳,鹏华基金,鹏华弘尚混合A,83,97.05,1.13
1245,罗佳,鹏华基金,鹏华弘尚混合C,83,97.05,1.13
1245,罗佳,鹏华基金,鹏华尊悦3个月定开债,83,97.05,1.13
1245,罗佳,鹏华基金,鹏华永润一年定期开放债券,83,97.05,1.13
1245,罗佳,鹏华基金,鹏华永融一年定期开放债券,83,97.05,1.13
1245,罗佳,鹏华基金,鹏华丰庆债券A,83,97.05,1.13
1245,罗佳,鹏华基金,鹏华创兴增利债券A,83,97.05,1.13
1245,罗佳,鹏华基金,鹏华创兴增利债券C,83,97.05,1.13
