fund_code,fund_name,fund_type,manager_name,company,current_fund,experience_days,total_asset,best_return
005067,融通逆向策略灵活配置混合A,混合型-灵活,刘安坤,融通基金,融通逆向策略灵活配置混合A,2201,43.24,50.02
005070,长江乐丰纯债,债券型-长债,陆威,长江证券(上海)资管,长江乐丰纯债,2233,104.37,24.83
005072,中银丰进定期开放债券,债券型-长债,陈玮,中银基金,中银丰进定期开放债券,3799,252.17,71.86
005073,永赢永益债券A,债券型-长债,徐沛琳,永赢基金,永赢永益债券A,1725,160.96,16.75
005074,永赢永益债券C,债券型-长债,徐沛琳,永赢基金,永赢永益债券C,1725,160.96,16.75
005075,富国研究量化精选混合A,混合型-偏股,于鹏,富国基金,富国研究量化精选混合A,3469,3.56,51.01
005076,创金合信优选回报灵活配置混合,混合型-灵活,龚超,创金合信基金,创金合信优选回报灵活配置混合,1519,1.8,9.68
005077,平安合韵定开债,债券型-长债,苏宁/ 张文平,平安基金,平安合韵定开债,1979/ 3586,161.76/ 308.64,18.27/ 25.54
005078,富国宝利增强债券A,债券型-混合二级,陈斯扬,富国基金,富国宝利增强债券A,2625,104.69,53.19
005079,兴银鑫日享短债A,债券型-中短债,陶国峰/ 叶冬义,兴银基金管理,兴银鑫日享短债A,2001/ 213,160.35/ 91.7,22.94/ 1.58
005082,诺德量化蓝筹增强混合A,混合型-偏股,曾文宏,诺德基金,诺德量化蓝筹增强混合A,2833,2.8,10.79
005083,诺德量化蓝筹增强混合C,混合型-偏股,曾文宏,诺德基金,诺德量化蓝筹增强混合C,2833,2.8,10.79
005088,嘉实新添辉定期混合A,混合型-灵活,张丹华,嘉实基金,嘉实新添辉定期混合A,2947,0.41,0.87
005089,嘉实新添辉定期混合C,混合型-灵活,张丹华,嘉实基金,嘉实新添辉定期混合C,2947,0.41,0.87
005090,嘉合睿金混合发起式A,混合型-偏股,陶棣溦,嘉合基金,嘉合睿金混合发起式A,689,0.85,-28.48
005091,嘉合睿金混合发起式C,混合型-偏股,陶棣溦,嘉合基金,嘉合睿金混合发起式C,689,0.85,-28.48
005092,广发货币C,货币型-普通货币,温秀娟,广发基金,广发货币C,5506,4005.6,61.88
005094,万家臻选混合A,混合型-偏股,莫海波,万家基金,万家臻选混合A,3673,126.72,248.32
005097,易方达现金增利货币C,货币型-普通货币,梁莹/ 石大怿,易方达基金,易方达现金增利货币C,3897/ 4564,2937.34/ 4574.03,33.5/ 45.97
005098,易方达龙宝货币C,货币型-普通货币,梁莹,易方达基金,易方达龙宝货币C,3897,2937.34,33.5
005099,易方达富华纯债A,债券型-长债,藏海涛,易方达基金,易方达富华纯债A,1913,220.93,22.33
005102,工银沪深300ETF联接A,指数型-股票,刘伟琳,工银瑞信基金,工银沪深300ETF联接A,3874,399.61,85.61
005103,工银沪深300ETF联接C,指数型-股票,刘伟琳,工银瑞信基金,工银沪深300ETF联接C,3874,399.61,85.61
005104,富荣福康混合A,混合型-偏股,姜帆,富荣基金,富荣福康混合A,339,0.19,12.5
005105,富荣福康混合C,混合型-偏股,姜帆,富荣基金,富荣福康混合C,339,0.19,12.5
005106,银华农业产业股票发起式A,股票型,唐能,银华基金,银华农业产业股票发起式A,3654,23.12,60.32
005107,广发添利货币B,货币型-普通货币,温秀娟/ 曾雪兰/ 周卓熙,广发基金,广发添利货币B,5506/ 3230/ 1481,4005.6/ 2429.71/ 3204.63,61.88/ 24.78/ 8.68
005109,汇安多策略混合A,混合型-灵活,柳预才,汇安基金,汇安多策略混合A,1608,12.22,13.21
005110,汇安多策略混合C,混合型-灵活,柳预才,汇安基金,汇安多策略混合C,1608,12.22,13.21
005112,银华中证全指医药卫生,指数型-股票,秦锋,银华基金,银华中证全指医药卫生,2797,20.2,28.0
005113,平安沪深300指数量化A,指数型-股票,丁琳,平安基金,平安沪深300指数量化A,1748,14.9,28.71
005114,平安沪深300指数量化C,指数型-股票,丁琳,平安基金,平安沪深300指数量化C,1748,14.9,28.71
005117,金信价值精选混合A,混合型-灵活,赵浩然,金信基金,金信价值精选混合A,938,1.44,9.11
005118,金信价值精选混合C,混合型-灵活,赵浩然,金信基金,金信价值精选混合C,938,1.44,9.11
005119,银华智荟内在价值灵活配置混合发起A,混合型-灵活,方建,银华基金,银华智荟内在价值灵活配置混合发起A,2532,57.5,117.09
005120,摩根量化多因子混合,混合型-灵活,何智豪,摩根资产管理,摩根量化多因子混合,1571,123.97,39.02
005121,富国兴利增强债券A,债券型-混合二级,陈斯扬,富国基金,富国兴利增强债券A,2625,104.69,53.19
005122,易方达天天理财货币C,货币型-普通货币,刘朝阳/ 石大怿,易方达基金,易方达天天理财货币C,4632/ 4564,3292.87/ 4574.03,29.16/ 45.97
005123,南方优享分红混合A,混合型-灵活,袁立,南方基金,南方优享分红混合A,1389,24.66,21.1
005124,易方达恒益定开债券发起式,债券型-长债,李一硕,易方达基金,易方达恒益定开债券发起式,3971,553.19,77.8
005125,华宝标普中国A股红利机会ETF联接C,指数型-股票,胡洁/ 胡一江,华宝基金,华宝标普中国A股红利机会ETF联接C,4605/ 128,804.67/ 40.67,174.71/ 5.4
005126,银河量化稳进混合,混合型-偏股,罗博,银河基金,银河量化稳进混合,5628,28.72,119.18
005127,平安合正定开债,债券型-长债,唐煜,平安基金,平安合正定开债,1666,65.08,19.92
005128,华夏永康添福混合A,混合型-偏债,柳万军,华夏基金,华夏永康添福混合A,4164,101.87,80.27
005131,海富通盈鑫货币A,货币型-普通货币,谈云飞,海富通基金,海富通盈鑫货币A,3953,206.84,66.34
005132,海富通盈鑫货币B,货币型-普通货币,谈云飞,海富通基金,海富通盈鑫货币B,3953,206.84,66.34
005134,长信长金通货币A,货币型-普通货币,陆莹/ 俞玮晨,长信基金,长信长金通货币A,3070/ 476,1052.6/ 956.82,30.27/ 2.42
005135,长信长金通货币B,货币型-普通货币,陆莹/ 俞玮晨,长信基金,长信长金通货币B,3070/ 476,1052.6/ 956.82,30.27/ 2.42
005136,华安幸福生活混合A,混合型-偏股,孔涛,华安基金,华安幸福生活混合A,1596,6.14,-10.34
005137,长信沪深300指数增强A,指数型-股票,宋海岸,长信基金,长信沪深300指数增强A,2660,20.35,105.84
005138,前海开源弘丰债券A,债券型-混合二级,史延/ 田维,前海开源基金,前海开源弘丰债券A,2203/ 1782,5.58/ 5.12,31.16/ 39.44
005139,前海开源弘丰债券C,债券型-混合二级,史延/ 田维,前海开源基金,前海开源弘丰债券C,2203/ 1782,5.58/ 5.12,31.16/ 39.44
005140,华夏睿磐泰荣混合A,混合型-偏债,宋洋,华夏基金,华夏睿磐泰荣混合A,3111,93.41,54.52
005141,华夏睿磐泰荣混合C,混合型-偏债,宋洋,华夏基金,华夏睿磐泰荣混合C,3111,93.41,54.52
005142,国联沪港深大消费主题A,混合型-灵活,梁勤之,国联基金,国联沪港深大消费主题A,208,1.48,27.06
005143,国联沪港深大消费主题C,混合型-灵活,梁勤之,国联基金,国联沪港深大消费主题C,208,1.48,27.06
005144,东吴优益债券A,债券型-混合二级,杜澄楷/ 周健,东吴基金,东吴优益债券A,578/ 4603,64.29/ 2.2,7.5/ 37.82
005145,东吴优益债券C,债券型-混合二级,杜澄楷/ 周健,东吴基金,东吴优益债券C,578/ 4603,64.29/ 2.2,7.5/ 37.82
005148,新华活期添利货币E,货币型-普通货币,李洁,新华基金,新华活期添利货币E,1840,260.56,94.9
005149,华泰保兴货币C,货币型-普通货币,王海明,华泰保兴基金,华泰保兴货币C,2072,128.86,19.48
005150,红土创新优淳货币A,货币型-普通货币,邱骏,红土创新基金,红土创新优淳货币A,3017,113.4,18.63
005151,红土创新优淳货币B,货币型-普通货币,邱骏,红土创新基金,红土创新优淳货币B,3017,113.4,18.63
005152,农银沪深300指数C,指数型-股票,宋永安,农银汇理基金,农银沪深300指数C,4679,26.17,105.93
005153,农银汇理日日鑫交易型货币C,货币型-普通货币,黄晓鹏,农银汇理基金,农银汇理日日鑫交易型货币C,3190,412.19,24.87
005156,嘉实领航资产配置混合A,FOF-稳健型,赵迁,嘉实基金,嘉实领航资产配置混合A,935,18.66,4.59
005157,嘉实领航资产配置混合C,FOF-稳健型,赵迁,嘉实基金,嘉实领航资产配置混合C,935,18.66,4.59
005158,长江乐盈定开债发起式,债券型-混合一级,漆志伟/ 王林希,长江证券(上海)资管,长江乐盈定开债发起式,3143/ 1511,48.84/ 184.7,49.35/ 13.44
005159,华泰保兴尊合债券A,债券型-混合一级,张挺,华泰保兴基金,华泰保兴尊合债券A,3014,200.45,56.13
005160,华泰保兴尊合债券C,债券型-混合一级,张挺,华泰保兴基金,华泰保兴尊合债券C,3014,200.45,56.13
005161,华商上游产业股票A,股票型,张文龙,华商基金,华商上游产业股票A,661,14.43,11.18
005162,中银如意宝货币B,货币型-普通货币,范静/ 王悦宁,中银基金,中银如意宝货币B,4192/ 1195,2941.42/ 322.4,36.25/ 6.61
005164,富荣福锦混合A,混合型-偏股,李延峥,富荣基金,富荣福锦混合A,1438,1.89,43.38
005165,富荣福锦混合C,混合型-偏股,李延峥,富荣基金,富荣福锦混合C,1438,1.89,43.38
005166,嘉实润和量化定期混合,混合型-偏债,端时立,嘉实基金,嘉实润和量化定期混合,867,0.19,12.85
005167,嘉实润泽量化定期混合,混合型-偏债,赖礼辉,嘉实基金,嘉实润泽量化定期混合,1680,37.13,14.35
005169,华泰保兴策略精选A,混合型-灵活,刘斌,华泰保兴基金,华泰保兴策略精选A,3963,3.98,-0.86
005170,华泰保兴策略精选C,混合型-灵活,刘斌,华泰保兴基金,华泰保兴策略精选C,3963,3.98,-0.86
005171,富国景利纯债债券A,债券型-长债,朱梦娜,富国基金,富国景利纯债债券A,2286,307.44,26.29
005172,泰康安悦纯债3月定开债券,债券型-混合一级,任翀,泰康基金,泰康安悦纯债3月定开债券,3351,59.11,52.7
005176,富国精准医疗混合A,混合型-灵活,赵伟,富国基金,富国精准医疗混合A,2774,58.59,42.6
005177,华夏睿磐泰利混合A,混合型-偏债,宋洋,华夏基金,华夏睿磐泰利混合A,3111,93.41,54.52
005178,华夏睿磐泰利混合C,混合型-偏债,宋洋,华夏基金,华夏睿磐泰利混合C,3111,93.41,54.52
005186,长安鑫兴混合A,混合型-灵活,张云凯,长安基金,长安鑫兴混合A,376,3.08,30.75
005187,长安鑫兴混合C,混合型-灵活,张云凯,长安基金,长安鑫兴混合C,376,3.08,30.75
005188,海富通量化前锋股票C,股票型,林立禾,海富通基金,海富通量化前锋股票C,550,44.48,20.78
005189,海富通量化前锋股票A,股票型,林立禾,海富通基金,海富通量化前锋股票A,550,44.48,20.78
005193,北信瑞丰鼎利债券C,债券型-混合二级,于军华,北信瑞丰,北信瑞丰鼎利债券C,2638,0.29,15.3
005194,南方天天利货币E,货币型-普通货币,蔡奕奕/ 夏晨曦,南方基金,南方天天利货币E,4443/ 4693,2777.92/ 4326.56,26.95/ 36.6
005197,工银沪港深精选混合A,混合型-灵活,耿家琛,工银瑞信基金,工银沪港深精选混合A,762,28.6,26.76
005198,工银沪港深精选混合C,混合型-灵活,耿家琛,工银瑞信基金,工银沪港深精选混合C,762,28.6,26.76
005199,上银聚加利货币,货币型-普通货币,楼昕宇,上银基金,上银聚加利货币,3666,927.48,30.18
005200,浦银安盛普瑞纯债A,债券型-长债,章潇枫,浦银安盛基金,浦银安盛普瑞纯债A,2933,401.88,75.8
005201,浦银安盛普瑞纯债C,债券型-长债,章潇枫,浦银安盛基金,浦银安盛普瑞纯债C,2933,401.88,75.8
005202,兴业稳天盈货币B,货币型-普通货币,刘禹含,兴业基金,兴业稳天盈货币B,2978,563.9,22.27
005206,南方优选成长混合C,混合型-灵活,骆帅,南方基金,南方优选成长混合C,3651,109.99,61.96
005207,南方高端装备混合C,混合型-偏股,张磊,南方基金,南方高端装备混合C,1935,10.33,25.85
005208,国寿安保安裕纯债半年定开债,债券型-长债,黄力/ 刘振中,国寿安保基金,国寿安保安裕纯债半年定开债,4144/ 497,266.92/ 97.89,38.61/ 7.68
005209,东吴双三角股票A,股票型,陈伟斌,东吴基金,东吴双三角股票A,83,0.13,-15.39
005210,东吴双三角股票C,股票型,陈伟斌,东吴基金,东吴双三角股票C,83,0.13,-15.39
005211,银河智慧混合A,混合型-灵活,袁曦,银河基金,银河智慧混合A,3437,25.98,84.0
005212,汇安稳裕债券A,债券型-混合二级,金鸿峰,汇安基金,汇安稳裕债券A,1413,41.37,21.23
005213,华夏鼎旺三个月定开债A,债券型-长债,武文琦,华夏基金,华夏鼎旺三个月定开债A,182,127.59,1.24
005214,华夏鼎旺三个月定开债C,债券型-长债,武文琦,华夏基金,华夏鼎旺三个月定开债C,182,127.59,1.24
005215,南方全天候策略(FOF)A,FOF-稳健型,李文良/ 夏莹莹,南方基金,南方全天候策略(FOF)A,2636/ 2754,29.42/ 16.5,37.67/ 47.27
005216,南方全天候策略(FOF)C,FOF-稳健型,李文良/ 夏莹莹,南方基金,南方全天候策略(FOF)C,2636/ 2754,29.42/ 16.5,37.67/ 47.27
005217,建信福泽安泰混合(FOF)A,FOF-稳健型,姜华/ 王志鹏/ 姚波远,建信基金,建信福泽安泰混合(FOF)A,2328/ 634,9.95/ 8.93/ 15.29,20.81/ 5.04/ 13.73
005218,华夏聚惠(FOF)A,FOF-稳健型,卢少强/ 孟清扬,华夏基金,华夏聚惠(FOF)A,1098/ 524,15.78/ 24.58,9.34/ 9.76
005219,华夏聚惠(FOF)C,FOF-稳健型,卢少强/ 孟清扬,华夏基金,华夏聚惠(FOF)C,1098/ 524,15.78/ 24.58,9.34/ 9.76
005220,海富通聚优精选混合(FOF),FOF-进取型,朱赟,海富通基金,海富通聚优精选混合(FOF),2086,8.34,20.06
005221,宏利全能混合(FOF)A,FOF-稳健型,张晓龙,宏利基金,宏利全能混合(FOF)A,2762,4.21,27.89
005222,宏利全能混合(FOF)C,FOF-稳健型,张晓龙,宏利基金,宏利全能混合(FOF)C,2762,4.21,27.89
005223,广发中证基建工程ETF联接A,指数型-股票,霍华明,广发基金,广发中证基建工程ETF联接A,2958,642.26,45.91
005224,广发中证基建工程ETF联接C,指数型-股票,霍华明,广发基金,广发中证基建工程ETF联接C,2958,642.26,45.91
005225,广发量化多因子混合,混合型-灵活,李育鑫/ 易威,广发基金,广发量化多因子混合,581/ 690,6.46/ 7.43,38.58/ 25.63
005226,山证资管改革精选混合,混合型-灵活,严撼,山证(上海)资产管理,山证资管改革精选混合,1022,0.71,8.55
005228,汇添富港股通专注成长,混合型-偏股,张朋,汇添富基金,汇添富港股通专注成长,2367,11.15,9.93
005229,嘉实富时中国A50ETF联接C,指数型-股票,刘珈吟,嘉实基金,嘉实富时中国A50ETF联接C,3350,1803.04,160.86
005230,长盛货币B,货币型-普通货币,段鹏,长盛基金,长盛货币B,4064,49.21,34.71
005233,广发睿毅领先混合A,混合型-偏股,林英睿,广发基金,广发睿毅领先混合A,3468,89.27,137.35
005234,广发汇吉3个月定开债,债券型-长债,郎振东,广发基金,广发汇吉3个月定开债,1508,287.66,10.77
005235,银华食品饮料量化股票发起式A,股票型,李宜璇/ 杨腾,银华基金,银华食品饮料量化股票发起式A,2709/ 1274,42.41/ 13.73,78.06/ 1.25
005236,银华食品饮料量化股票发起式C,股票型,李宜璇/ 杨腾,银华基金,银华食品饮料量化股票发起式C,2709/ 1274,42.41/ 13.73,78.06/ 1.25
005237,银华医疗健康量化优选A,股票型,马君/ 杨腾,银华基金,银华医疗健康量化优选A,4647/ 1274,318.46/ 13.73,41.98/ 1.25
005238,银华医疗健康量化优选C,股票型,马君/ 杨腾,银华基金,银华医疗健康量化优选C,4647/ 1274,318.46/ 13.73,41.98/ 1.25
005241,中欧时代智慧混合A,混合型-偏股,成雨轩,中欧基金,中欧时代智慧混合A,2186,37.27,95.72
005242,中欧时代智慧混合C,混合型-偏股,成雨轩,中欧基金,中欧时代智慧混合C,2186,37.27,95.72
005243,融通中国概念债券(QDII)A,QDII-混合债,邱小乐,融通基金,融通中国概念债券(QDII)A,761,9.14,4.78
005244,国泰聚优价值灵活配置混合A,混合型-灵活,程洲,国泰基金,国泰聚优价值灵活配置混合A,6262,66.12,263.73
005245,国泰聚优价值灵活配置混合C,混合型-灵活,程洲,国泰基金,国泰聚优价值灵活配置混合C,6262,66.12,263.73
005246,国泰可转债债券,债券型-混合二级,刘波,国泰基金,国泰可转债债券,4136,58.89,15.69
005248,新华沪深300指数增强A,指数型-股票,邓岳,新华基金,新华沪深300指数增强A,2849,7.88,25.02
005250,银华估值优势混合,混合型-偏股,程桯,银华基金,银华估值优势混合,3406,6.09,27.76
005251,银华多元动力灵活配置混合,混合型-灵活,贾鹏/ 王智伟,银华基金,银华多元动力灵活配置混合,3925/ 3226,30.76/ 6.47,88.8/ -17.74
005253,国泰货币B,货币型-普通货币,丁士恒/ 陶然/ 周峥奇,国泰基金,国泰货币B,1837/ 2690/ 392,3253.29/ 2881.9/ 759.36,14.87/ 15.29/ 1.99
005255,浦银安盛港股通量化混合A,混合型-灵活,俞瑾,浦银安盛基金,浦银安盛港股通量化混合A,1019,8.92,47.49
005258,景顺长城量化平衡混合A,混合型-灵活,徐喻军,景顺长城基金,景顺长城量化平衡混合A,4055,22.57,33.39
005259,建信龙头企业股票,股票型,刘克飞,建信基金,建信龙头企业股票,2638,14.6,93.24
005260,银华稳健增利灵活配置混合A,混合型-灵活,杨腾/ 张凯,银华基金,银华稳健增利灵活配置混合A,1274/ 4576,13.73/ 13.01,1.25/ 22.02
005261,银华稳健增利灵活配置混合C,混合型-灵活,杨腾/ 张凯,银华基金,银华稳健增利灵活配置混合C,1274/ 4576,13.73/ 13.01,1.25/ 22.02
005262,鑫元欣享灵活配置混合A,混合型-灵活,李彪,鑫元基金,鑫元欣享灵活配置混合A,2176,15.69,39.91
005263,鑫元欣享灵活配置混合C,混合型-灵活,李彪,鑫元基金,鑫元欣享灵活配置混合C,2176,15.69,39.91
005265,博时厚泽回报混合A,混合型-灵活,冀楠,博时基金,博时厚泽回报混合A,2783,24.97,13.11
005266,博时厚泽回报混合C,混合型-灵活,冀楠,博时基金,博时厚泽回报混合C,2783,24.97,13.11
005268,鹏华优势企业,股票型,陈璇淼,鹏华基金,鹏华优势企业,3345,102.7,124.69
005269,华泰柏瑞港股通量化混合A,混合型-灵活,凌若冰,华泰柏瑞基金,华泰柏瑞港股通量化混合A,1347,3.91,20.05
005270,太平改革红利精选混合,混合型-灵活,徐闯,太平基金,太平改革红利精选混合,691,11.23,19.48
005271,安信恒利增强债券A,债券型-混合二级,黄晓宾/ 邱家庆,安信基金,安信恒利增强债券A,1068/ 622,26.9/ 2.82,10.55/ 3.63
005272,安信恒利增强债券C,债券型-混合二级,黄晓宾/ 邱家庆,安信基金,安信恒利增强债券C,1068/ 622,26.9/ 2.82,10.55/ 3.63
005273,华商可转债债券A,债券型-混合二级,张永志,华商基金,华商可转债债券A,5404,70.31,135.38
005274,中银景福回报混合A,混合型-偏债,涂海强,中银基金,中银景福回报混合A,3435,11.45,53.6
005275,中欧创新成长灵活配置混合A,混合型-灵活,王培/ 尹为醇,中欧基金,中欧创新成长灵活配置混合A,4566/ 1528,110.75/ 101.63,69.79/ -7.13
005276,中欧创新成长灵活配置混合C,混合型-灵活,王培/ 尹为醇,中欧基金,中欧创新成长灵活配置混合C,4566/ 1528,110.75/ 101.63,69.79/ -7.13
005277,海富通融丰定开债券,债券型-长债,方昆明,海富通基金,海富通融丰定开债券,1305,188.01,13.15
005280,安信稳健阿尔法定开混合A,混合型-绝对收益,施荣盛,安信基金,安信稳健阿尔法定开混合A,1960,8.92,18.23
005281,中科沃土转型升级混合A,混合型-灵活,徐平安,中科沃土基金,中科沃土转型升级混合A,508,0.93,6.23
005284,华商可转债债券C,债券型-混合二级,张永志,华商基金,华商可转债债券C,5404,70.31,135.38
005286,银华岁丰定期开放债券发起式,债券型-长债,阚磊/ 瞿灿,银华基金,银华岁丰定期开放债券发起式,2097/ 3654,292.8/ 127.31,7.68/ 16.71
005287,海富通创业板增强C,指数型-股票,杜晓海,海富通基金,海富通创业板增强C,3260,21.05,55.38
005288,海富通创业板增强A,指数型-股票,杜晓海,海富通基金,海富通创业板增强A,3260,21.05,55.38
005289,融通通昊三个月定开债,债券型-长债,黄浩荣/ 王超,融通基金,融通通昊三个月定开债,2859/ 4168,911.87/ 146.19,34.52/ 79.94
005290,诺德新盛灵活配置混合A,混合型-灵活,顾钰,诺德基金,诺德新盛灵活配置混合A,2707,2.76,-7.3
005293,诺德新旺,混合型-灵活,朱明睿,诺德基金,诺德新旺,1057,0.63,8.37
005294,诺德新宜灵活配置混合,混合型-灵活,顾钰,诺德基金,诺德新宜灵活配置混合,2707,2.76,-7.3
005295,诺德天富灵活配置混合,混合型-灵活,曾文宏,诺德基金,诺德天富灵活配置混合,2833,2.8,10.79
005296,南华丰淳混合A,混合型-偏股,徐超,南华基金,南华丰淳混合A,2244,8.31,10.07
005297,南华丰淳混合C,混合型-偏股,徐超,南华基金,南华丰淳混合C,2244,8.31,10.07
005299,万家成长优选混合A,混合型-灵活,耿嘉洲,万家基金,万家成长优选混合A,1838,47.17,49.29
005300,万家成长优选混合C,混合型-灵活,耿嘉洲,万家基金,万家成长优选混合C,1838,47.17,49.29
005301,前海开源弘泽债券发起式A,债券型-混合二级,林汉耀,前海开源基金,前海开源弘泽债券发起式A,1225,11.11,13.12
005302,前海开源弘泽债券发起式C,债券型-混合二级,林汉耀,前海开源基金,前海开源弘泽债券发起式C,1225,11.11,13.12
005303,嘉实医药健康股票A,股票型,郝淼/ 孙晓晖,嘉实基金,嘉实医药健康股票A,2184/ 45,29.01/ 10.26,75.06/ 6.18
005304,嘉实医药健康股票C,股票型,郝淼/ 孙晓晖,嘉实基金,嘉实医药健康股票C,2184/ 45,29.01/ 10.26,75.06/ 6.18
005307,财通资管鸿达债券A,债券型-长债,陈希希/ 韩晗,财通资管,财通资管鸿达债券A,2629/ 272,312.59/ 94.47,42.28/ 1.72
005308,财通资管鸿达债券C,债券型-长债,陈希希/ 韩晗,财通资管,财通资管鸿达债券C,2629/ 272,312.59/ 94.47,42.28/ 1.72
005309,中银证券汇嘉定期开放债券,债券型-长债,吕鸿见/ 余亮,中银证券,中银证券汇嘉定期开放债券,370/ 2021,895.32/ 1004.11,3.57/ 23.12
005310,广发电子信息传媒股票A,股票型,冯骋,广发基金,广发电子信息传媒股票A,1753,41.84,15.3
005311,万家经济新动能混合A,混合型-偏股,黄兴亮,万家基金,万家经济新动能混合A,3995,151.14,105.02
005312,万家经济新动能混合C,混合型-偏股,黄兴亮,万家基金,万家经济新动能混合C,3995,151.14,105.02
005313,万家中证1000指数增强A,指数型-股票,乔亮,万家基金,万家中证1000指数增强A,2105,55.05,75.41
005314,万家中证1000指数增强C,指数型-股票,乔亮,万家基金,万家中证1000指数增强C,2105,55.05,75.41
005315,宏利交利3个月定开债券发起式A,债券型-长债,李宇璐,宏利基金,宏利交利3个月定开债券发起式A,1418,168.0,16.16
005316,宏利交利3个月定开债券发起式C,债券型-长债,李宇璐,宏利基金,宏利交利3个月定开债券发起式C,1418,168.0,16.16
005321,中银证券汇宇定期开放债券,债券型-长债,吕鸿见/ 余亮,中银证券,中银证券汇宇定期开放债券,370/ 2021,895.32/ 1004.11,3.57/ 23.12
005322,中银丰禧定期开放债券,债券型-长债,朱水媚/ 郑涛,中银基金,中银丰禧定期开放债券,1371/ 3275,135.44/ 712.97,23.85/ 34.28
005323,前海开源泽鑫混合A,混合型-灵活,叶嘉,前海开源基金,前海开源泽鑫混合A,1383,15.16,27.83
005324,前海开源泽鑫混合C,混合型-灵活,叶嘉,前海开源基金,前海开源泽鑫混合C,1383,15.16,27.83
005327,景顺长城景泰稳利定开债A,债券型-混合一级,陈健宾,景顺长城基金,景顺长城景泰稳利定开债A,1549,173.29,13.37
005328,前海开源价值策略股票,股票型,覃璇,前海开源基金,前海开源价值策略股票,1768,0.49,-15.09
005329,汇添富民安增益定开混合A,混合型-偏债,胡昕炜,汇添富基金,汇添富民安增益定开混合A,3335,308.28,126.46
005330,汇添富民安增益定开混合C,混合型-偏债,胡昕炜,汇添富基金,汇添富民安增益定开混合C,3335,308.28,126.46
005331,益民优势安享混合A,混合型-灵活,马泉林/ 张婷,益民基金,益民优势安享混合A,994/ 606,0.34/ 4.19,27.97/ 22.74
005335,浙商全景消费混合A,混合型-偏股,胡羿,浙商基金,浙商全景消费混合A,1392,28.27,27.12
005336,中加颐慧定开债券发起式A,债券型-长债,王霈,中加基金,中加颐慧定开债券发起式A,1923,288.96,34.42
005337,中加颐慧定开债券发起式C,债券型-长债,王霈,中加基金,中加颐慧定开债券发起式C,1923,288.96,34.42
005338,兴业3个月定开债券,债券型-长债,倪侃,兴业基金,兴业3个月定开债券,1981,306.76,10.98
005340,兴业6个月定开债券,债券型-长债,腊博,兴业基金,兴业6个月定开债券,4132,154.34,79.24
005341,长安裕泰混合A,混合型-灵活,江博文,长安基金,长安裕泰混合A,321,4.26,10.88
005342,长安裕泰混合C,混合型-灵活,江博文,长安基金,长安裕泰混合C,321,4.26,10.88
005343,长安裕盛灵活配置混合A,混合型-灵活,张云凯,长安基金,长安裕盛灵活配置混合A,376,3.08,30.75
005344,长安裕盛灵活配置混合C,混合型-灵活,张云凯,长安基金,长安裕盛灵活配置混合C,376,3.08,30.75
005345,长安泓润纯债债券A,债券型-长债,李坤,长安基金,长安泓润纯债债券A,962,23.78,1.22
005346,长安泓润纯债债券C,债券型-长债,李坤,长安基金,长安泓润纯债债券C,962,23.78,1.22
005347,诺德量化优选6个月持有期混合,混合型-偏股,曾文宏,诺德基金,诺德量化优选6个月持有期混合,2833,2.8,10.79
005350,诺德短债A,债券型-中短债,景辉/ 王宪彪/ 徐娟,诺德基金,诺德短债A,2530/ 1085/ 706,180.17/ 54.37/ 52.99,15.37/ 9.43/ 6.84
005351,汇添富行业整合混合A,混合型-偏股,邵蕴奇,汇添富基金,汇添富行业整合混合A,658,11.83,22.85
005352,鹏扬景泰成长混合A,混合型-偏股,朱国庆,鹏扬基金,鹏扬景泰成长混合A,3976,7.92,15.57
005353,鹏扬景泰成长混合C,混合型-偏股,朱国庆,鹏扬基金,鹏扬景泰成长混合C,3976,7.92,15.57
005354,富国沪港深行业精选混合A,混合型-灵活,汪孟海,富国基金,富国沪港深行业精选混合A,3517,38.78,86.96
005357,富国国企改革灵活配置混合,混合型-灵活,周宁,富国基金,富国国企改革灵活配置混合,2207,21.9,15.61
005358,东方阿尔法精选混合A,混合型-灵活,吴秋松,东方阿尔法基金,东方阿尔法精选混合A,1350,2.2,-1.96
005359,东方阿尔法精选混合C,混合型-灵活,吴秋松,东方阿尔法基金,东方阿尔法精选混合C,1350,2.2,-1.96
005360,汇安资产轮动混合A,混合型-灵活,周冲,汇安基金,汇安资产轮动混合A,1025,0.2,1.4
005361,国联聚商定期开放债券,债券型-混合一级,李倩,国联基金,国联聚商定期开放债券,3870,244.64,36.37
005362,中银证券安源债券A,债券型-长债,吕文晔/ 阳秀峰,中银证券,中银证券安源债券A,2847/ 312,97.05/ 4.03,22.15/ 2.01
005363,中银证券安源债券C,债券型-长债,吕文晔/ 阳秀峰,中银证券,中银证券安源债券C,2847/ 312,97.05/ 4.03,22.15/ 2.01
005364,华夏鼎顺三个月定开债A,债券型-长债,张海静,华夏基金,华夏鼎顺三个月定开债A,2272,387.0,23.43
005365,华夏鼎顺三个月定开债C,债券型-长债,张海静,华夏基金,华夏鼎顺三个月定开债C,2272,387.0,23.43
005366,摩根丰瑞债券A,债券型-混合一级,雷杨娟,摩根资产管理,摩根丰瑞债券A,1760,102.67,20.7
005367,摩根丰瑞债券C,债券型-混合一级,雷杨娟,摩根资产管理,摩根丰瑞债券C,1760,102.67,20.7
